MAMR000039	gene=blaMIR-15|protein_id=WP_063417273.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000040	gene=blaACT-95|protein_id=WP_063434356.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000041	gene=blaOXA-498|protein_id=WP_063454569.1|type=AMR|phenotype=|mechanism=enzyme|source=AMRFinder
MAMR000042	gene=oqxB29|protein_id=WP_063501636.1|type=AMR|phenotype=phenicol/quinolone|mechanism=efflux|source=AMRFinder
MAMR000043	gene=blaCMY-38|protein_id=WP_063553425.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000044	gene=vanT-Cd|protein_id=CZR78671.1|type=AMR|phenotype=vancomycin|mechanism=other|source=AMRFinder
MAMR000045	gene=blaOXA-258|protein_id=WP_063569909.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000046	gene=blaEC-15|protein_id=WP_063610930.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000047	gene=aac(6')-Ib-AKT|protein_id=WP_063612062.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000048	gene=erm(Z)|protein_id=WP_063796790.1|type=AMR|phenotype=lincosamide/macrolide/streptogramin|mechanism=target_modification|source=AMRFinder
MAMR000049	gene=aac(3)-Ib|protein_id=WP_063838852.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000050	gene=aac(6')-30|protein_id=WP_063838853.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000051	gene=ant(3'')-Ij|protein_id=WP_063839875.1|type=AMR|phenotype=spectinomycin/streptomycin|mechanism=other|source=AMRFinder
MAMR000052	gene=blaOXA-PR|protein_id=WP_063839877.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000053	gene=ant(3'')-Ih|protein_id=WP_063839878.1|type=AMR|phenotype=spectinomycin/streptomycin|mechanism=other|source=AMRFinder
MAMR000054	gene=BcII|protein_id=WP_063839879.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000055	gene=BcII|protein_id=WP_063839880.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000056	gene=aac(2')-IIa|protein_id=WP_063839881.1|type=AMR|phenotype=kasugamycin|mechanism=other|source=AMRFinder
MAMR000057	gene=aac(3)-I|protein_id=WP_063840256.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000058	gene=aac(3)-Ia|protein_id=WP_063840257.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000059	gene=aac(3)-Ia|protein_id=WP_063840258.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000060	gene=aac(3)-Ia|protein_id=WP_063840259.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000061	gene=aac(3)-I|protein_id=WP_063840260.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000062	gene=aac(3)-IIIa|protein_id=WP_063840261.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000063	gene=aac(3)-IIIc|protein_id=WP_063840263.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000064	gene=aac(3)-IIa|protein_id=WP_063840264.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000065	gene=aac(3)-IId|protein_id=WP_063840265.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000066	gene=aac(3)-IIc|protein_id=WP_063840266.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000067	gene=aac(3)-IIe|protein_id=WP_063840267.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000068	gene=aac(3)-IXa|protein_id=WP_063840269.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000069	gene=aac(3)-VIII|protein_id=WP_063840270.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000070	gene=aac(3)-VIII|protein_id=WP_063840271.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000071	gene=aac(3)-VIIa|protein_id=WP_063840272.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000072	gene=aac(3)-VIa|protein_id=WP_063840273.1|type=AMR|phenotype=gentamicin|mechanism=other|source=AMRFinder
MAMR000073	gene=aac(6')-I30|protein_id=WP_063840274.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000074	gene=aacA40|protein_id=WP_063840275.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000075	gene=aac(6')-IIb|protein_id=WP_063840276.1|type=AMR|phenotype=gentamicin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000076	gene=aac(6')-Iad|protein_id=WP_063840277.1|type=AMR|phenotype=amikacin/tobramycin|mechanism=other|source=AMRFinder
MAMR000077	gene=aac(6')-Iaf|protein_id=WP_063840278.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000078	gene=aac(6')-Iai|protein_id=WP_063840279.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000079	gene=aac(6')-Ib-AKT|protein_id=WP_063840280.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000080	gene=aac(6')-Ib-AKT|protein_id=WP_063840281.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000081	gene=aac(6')-Ib-K|protein_id=WP_063840282.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000082	gene=aac(6')-Ib-AKT|protein_id=WP_063840283.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000083	gene=aac(6')-Ib-AKT|protein_id=WP_063840319.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000084	gene=aac(6')-Ib-cr6|protein_id=WP_063840320.1|type=AMR|phenotype=amikacin/kanamycin/quinolone/tobramycin|mechanism=other|source=AMRFinder
MAMR000085	gene=aac(6')-Ib-cr5|protein_id=WP_063840321.1|type=AMR|phenotype=amikacin/kanamycin/quinolone/tobramycin|mechanism=other|source=AMRFinder
MAMR000086	gene=aac(6')-Ik|protein_id=WP_063840323.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000087	gene=aac(6')-Il|protein_id=WP_063840324.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000088	gene=aac(6')-Il|protein_id=WP_063840325.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000089	gene=aac(6')-Ir|protein_id=WP_063840327.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000090	gene=aac(6')-Is|protein_id=WP_063840328.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000091	gene=aac(6')-It|protein_id=WP_063840329.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000092	gene=aac(6')-Ix|protein_id=WP_063840330.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000093	gene=aacA37|protein_id=WP_063840332.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000094	gene=aadA11|protein_id=WP_063840415.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000095	gene=aadA17|protein_id=WP_063840416.1|type=AMR|phenotype=spectinomycin/streptomycin|mechanism=other|source=AMRFinder
MAMR000096	gene=aadA21|protein_id=WP_063840435.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000097	gene=aadA21|protein_id=WP_063840436.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000098	gene=aadA3|protein_id=WP_063840441.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000099	gene=aadA3|protein_id=WP_063840442.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000100	gene=aadA4|protein_id=WP_063840443.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000101	gene=aadA4|protein_id=WP_063840444.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000102	gene=aadA6|protein_id=WP_063840454.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000103	gene=aadA7|protein_id=WP_063840455.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000104	gene=aadA7|protein_id=WP_063840456.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000105	gene=aadA8|protein_id=WP_063840457.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000106	gene=aadA9|protein_id=WP_063840458.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000107	gene=aadA9|protein_id=WP_063840459.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000108	gene=ant(4')-Ia|protein_id=WP_063840460.1|type=AMR|phenotype=kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000109	gene=ant(4')-Ia|protein_id=WP_063840461.1|type=AMR|phenotype=kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000110	gene=ampC_Asob-1|protein_id=WP_063840463.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000111	gene=blaSRT|protein_id=WP_063840465.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000112	gene=ampC_Sliq-1|protein_id=WP_063840466.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000113	gene=ant(2'')-Ia|protein_id=WP_063840507.1|type=AMR|phenotype=gentamicin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000114	gene=ant(4')-IIa|protein_id=WP_063840508.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000115	gene=ant(4')-IIb|protein_id=WP_063840509.1|type=AMR|phenotype=amikacin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000116	gene=ant(9)-Ib|protein_id=WP_063840673.1|type=AMR|phenotype=spectinomycin|mechanism=other|source=AMRFinder
MAMR000117	gene=aph(2'')-IIa|protein_id=WP_063840674.1|type=AMR|phenotype=amikacin/gentamicin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000118	gene=aph(2'')-If|protein_id=WP_063840675.1|type=AMR|phenotype=amikacin/gentamicin/kanamycin/tobramycin|mechanism=other|source=AMRFinder
MAMR000119	gene=aph(3'')-Ia|protein_id=WP_063840676.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000120	gene=aph(3'')-Ia|protein_id=WP_063840677.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000121	gene=aph(3'')-Ic|protein_id=WP_063841015.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000122	gene=aph(3')-IIIa|protein_id=WP_063841495.1|type=AMR|phenotype=amikacin/kanamycin|mechanism=other|source=AMRFinder
MAMR000123	gene=aph(3')-IIIa|protein_id=WP_063841507.1|type=AMR|phenotype=amikacin/kanamycin|mechanism=other|source=AMRFinder
MAMR000124	gene=aph(3')-IIc|protein_id=WP_063841661.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000125	gene=aph(6)-Smalt|protein_id=WP_063841666.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000126	gene=aph(3')-IVa|protein_id=WP_063841674.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000127	gene=aph(3')-Ia|protein_id=WP_063841683.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000128	gene=aph(3')-Ia|protein_id=WP_063842098.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000129	gene=aph(3')-Ia|protein_id=WP_063842148.1|type=AMR|phenotype=kanamycin|mechanism=other|source=AMRFinder
MAMR000130	gene=aph(3')-VIIa|protein_id=WP_063842175.1|type=AMR|phenotype=amikacin/kanamycin|mechanism=other|source=AMRFinder
MAMR000131	gene=aph(3')-Va|protein_id=WP_063842176.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000132	gene=aph(3')-Vb|protein_id=WP_063842177.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000133	gene=aph(3')-Vb|protein_id=WP_063842178.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000134	gene=aph(3')-Vc|protein_id=WP_063842179.1|type=AMR|phenotype=aminoglycoside|mechanism=other|source=AMRFinder
MAMR000135	gene=aph(6)-Ia|protein_id=WP_063842181.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000136	gene=aph(6)-Id|protein_id=WP_063842183.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000137	gene=aph(6)-Id|protein_id=WP_063842184.1|type=AMR|phenotype=streptomycin|mechanism=other|source=AMRFinder
MAMR000138	gene=aph(7'')-Ia|protein_id=WP_063842185.1|type=AMR|phenotype=hygromycin|mechanism=other|source=AMRFinder
MAMR000139	gene=aph(9)-Ib|protein_id=WP_063842186.1|type=AMR|phenotype=spectinomycin|mechanism=other|source=AMRFinder
MAMR000140	gene=arr-Msmeg|protein_id=WP_063842202.1|type=AMR|phenotype=rifamycin|mechanism=other|source=AMRFinder
MAMR000141	gene=arr|protein_id=WP_063842207.1|type=AMR|phenotype=rifamycin|mechanism=other|source=AMRFinder
MAMR000142	gene=arr-6|protein_id=WP_063842214.1|type=AMR|phenotype=rifamycin|mechanism=other|source=AMRFinder
MAMR000143	gene=bla2a|protein_id=WP_063842239.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000144	gene=bla1|protein_id=WP_063842248.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000145	gene=blaLRA-1|protein_id=WP_063842263.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000146	gene=blaLRA-5|protein_id=WP_063842268.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000147	gene=bla-A2|protein_id=WP_063842272.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000148	gene=bla-A|protein_id=WP_063842277.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000149	gene=blaF|protein_id=WP_063842628.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000150	gene=blaL1|protein_id=WP_063842669.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000151	gene=blaL1|protein_id=WP_063842676.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000152	gene=blaL1|protein_id=WP_063842682.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000153	gene=blaL1|protein_id=WP_063842688.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000154	gene=blaL1|protein_id=WP_063842689.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000155	gene=blaL1|protein_id=WP_063842690.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000156	gene=blaL1|protein_id=WP_063842691.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000157	gene=blaL1|protein_id=WP_063842692.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000158	gene=blaL1|protein_id=WP_063842693.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000159	gene=blaL1|protein_id=WP_063842694.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000160	gene=blaL1|protein_id=WP_063842695.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000161	gene=blaL1|protein_id=WP_063842696.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000162	gene=blaL1|protein_id=WP_063842697.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000163	gene=blaL1|protein_id=WP_063842698.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000164	gene=blaL1|protein_id=WP_063842699.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000165	gene=blaL2|protein_id=WP_063842700.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000166	gene=blaLRA-2|protein_id=WP_063842701.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000167	gene=blaLRA-3|protein_id=WP_063842702.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000168	gene=blaLRA-8|protein_id=WP_063842703.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000169	gene=blaLRA-9|protein_id=WP_063842704.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000170	gene=blaLRA-12|protein_id=WP_063842707.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000171	gene=blaLRA-17|protein_id=WP_063842712.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000172	gene=blaLRA-19|protein_id=WP_063842717.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000173	gene=blaM-1|protein_id=WP_063842724.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000174	gene=blaOCH|protein_id=WP_063842730.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000175	gene=blaOKP-B|protein_id=WP_063842745.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000176	gene=blaOXY-2-14|protein_id=WP_063842752.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000177	gene=blaOXY-2-5|protein_id=WP_063842759.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000178	gene=blaZ-mecC|protein_id=WP_063842862.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000179	gene=blaR1|protein_id=WP_063842869.1|type=AMR|phenotype=beta-lactam|mechanism=other|source=AMRFinder
MAMR000180	gene=blaR39|protein_id=WP_063842896.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000181	gene=blaSED|protein_id=WP_063842905.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000182	gene=blaSFB-1|protein_id=WP_063842911.1|type=AMR|phenotype=beta-lactam|mechanism=enzyme|source=AMRFinder
MAMR000183	gene=blaSLB-1|protein_id=WP_063842915.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000184	gene=blaSRT|protein_id=WP_063842939.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000185	gene=blaSRT|protein_id=WP_063842944.1|type=AMR|phenotype=cephalosporin|mechanism=enzyme|source=AMRFinder
MAMR000186	gene=blaTHIN-B|protein_id=WP_063842948.1|type=AMR|phenotype=carbapenem|mechanism=enzyme|source=AMRFinder
MAMR000187	gene=ble-Sv|protein_id=WP_063842962.1|type=AMR|phenotype=bleomycin|mechanism=target_protection|source=AMRFinder
MAMR000188	gene=ble-Sv|protein_id=WP_063842967.1|type=AMR|phenotype=bleomycin|mechanism=target_protection|source=AMRFinder
MAMR000189	gene=ble-Sh|protein_id=WP_063842998.1|type=AMR|phenotype=bleomycin|mechanism=target_protection|source=AMRFinder
MAMR000190	gene=blmB|protein_id=WP_063843206.1|type=AMR|phenotype=bleomycin|mechanism=other|source=AMRFinder
MAMR000191	gene=car(A)|protein_id=WP_063843207.1|type=AMR|phenotype=macrolide|mechanism=other|source=AMRFinder
MAMR000192	gene=catA4|protein_id=WP_063843208.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000193	gene=catA8|protein_id=WP_063843209.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000194	gene=catA8|protein_id=WP_063843210.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000195	gene=catA7|protein_id=WP_063843211.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000196	gene=catA5|protein_id=WP_063843212.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000197	gene=catA1|protein_id=WP_063843217.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000198	gene=catA1|protein_id=WP_063843218.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000199	gene=catA15|protein_id=WP_063843219.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000200	gene=catA16|protein_id=WP_063843220.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000201	gene=catA16|protein_id=WP_063843221.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000202	gene=catA2|protein_id=WP_063843222.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000203	gene=catB10|protein_id=WP_063843223.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000204	gene=catB3|protein_id=WP_063843224.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000205	gene=catB3|protein_id=WP_063843225.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
MAMR000206	gene=catB3|protein_id=WP_063843226.1|type=AMR|phenotype=chloramphenicol|mechanism=other|source=AMRFinder
